U,0.094,0.063,0.049,0.043,0.030,0.038,0.037,0.047,0.037,0.047,0.044,0.050,0.056,0.101,0.062,0.071,0.093,0.070,0.116,0.151,0.093,0.133,0.212,0.090,0.093,0.115,0.116,0.085,0.112,0.057,0.057,0.070,0.049,0.071,0.057,0.052,0.051,0.051,0.063,0.050,0.038,0.052,0.066,0.140,0.163,0.072,0.078,0.070,0.189
L,-0.054,-0.068,-0.040,-0.055,-0.048,-0.034,-0.041,-0.039,-0.052,-0.046,-0.055,-0.055,-0.060,-0.070,-0.075,-0.080,-0.107,-0.076,-0.085,-0.120,-0.103,-0.117,-0.195,-0.062,-0.102,-0.091,-0.093,-0.092,-0.097,-0.071,-0.070,-0.073,-0.051,-0.090,-0.064,-0.039,-0.056,-0.052,-0.075,-0.048,-0.056,-0.060,-0.088,-0.105,-0.143,-0.085,-0.062,-0.079,-0.174
P(r-rand >= r-data),0.010,0.450,0.010,0.850,0.840,0.180,0.610,0.940,0.890,0.290,0.740,0.880,0.750,0.790,0.340,0.590,0.410,0.440,0.150,0.820,0.700,0.050,0.860,0.420,0.650,0.220,0.410,0.970,0.340,0.370,0.100,0.050,0.960,0.880,0.790,0.060,0.540,0.210,0.200,0.670,0.990,0.970,0.030,0.160,0.240,0.970,0.540,0.010,0.340
P(r-rand <= r-data),1.000,0.560,1.000,0.160,0.170,0.830,0.400,0.070,0.120,0.720,0.270,0.130,0.260,0.220,0.670,0.420,0.600,0.570,0.860,0.190,0.310,0.960,0.150,0.590,0.360,0.790,0.600,0.040,0.670,0.640,0.910,0.960,0.050,0.130,0.220,0.950,0.470,0.800,0.810,0.340,0.020,0.040,0.980,0.850,0.770,0.040,0.470,1.000,0.670
Correction,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
r uc,0.142,-0.011,0.051,-0.041,-0.041,-0.001,-0.027,-0.050,-0.044,0.002,-0.036,-0.043,-0.034,-0.055,-0.010,-0.026,-0.005,-0.019,0.025,-0.088,-0.037,0.101,-0.119,-0.010,-0.038,0.024,-0.009,-0.094,0.009,-0.011,0.014,0.048,-0.065,-0.070,-0.052,0.021,-0.020,-0.001,0.006,-0.028,-0.076,-0.077,0.047,0.042,0.043,-0.099,-0.021,0.079,-0.007
U uc,0.074,0.044,0.029,0.023,0.011,0.019,0.017,0.028,0.018,0.028,0.024,0.030,0.037,0.082,0.042,0.052,0.074,0.051,0.097,0.132,0.074,0.114,0.193,0.071,0.074,0.096,0.097,0.066,0.092,0.038,0.038,0.051,0.030,0.052,0.038,0.032,0.032,0.031,0.044,0.031,0.019,0.033,0.047,0.121,0.144,0.052,0.058,0.050,0.170
L uc,-0.074,-0.087,-0.059,-0.074,-0.067,-0.054,-0.060,-0.058,-0.071,-0.065,-0.075,-0.074,-0.079,-0.089,-0.094,-0.099,-0.126,-0.096,-0.104,-0.139,-0.122,-0.136,-0.214,-0.081,-0.121,-0.110,-0.112,-0.111,-0.116,-0.090,-0.090,-0.092,-0.070,-0.109,-0.083,-0.058,-0.075,-0.071,-0.094,-0.068,-0.075,-0.080,-0.107,-0.124,-0.163,-0.104,-0.081,-0.098,-0.194
Mean Bootstrap r,0.159,-0.002,0.069,-0.019,-0.022,0.020,-0.007,-0.028,-0.024,0.020,-0.013,-0.026,-0.015,-0.032,0.005,-0.002,0.015,-0.000,0.050,-0.070,-0.003,0.122,,0.009,-0.022,0.042,-0.006,-0.073,0.026,0.009,0.030,0.068,-0.046,-0.054,-0.028,0.036,-0.005,0.019,0.022,-0.008,-0.061,-0.061,0.068,0.064,0.060,-0.079,-0.018,0.096,
Ur error,0.080,0.059,0.044,0.052,0.052,0.048,0.030,0.041,0.059,0.029,0.064,0.034,0.064,0.055,0.069,0.062,0.170,0.053,0.088,0.121,0.074,0.088,,0.057,0.067,0.108,0.106,0.123,0.074,0.063,0.058,0.081,0.056,0.090,0.069,0.045,0.057,0.040,0.058,0.047,0.039,0.044,0.072,0.070,0.116,0.061,0.068,0.045,
Lr error,0.075,0.083,0.048,0.051,0.043,0.036,0.035,0.037,0.046,0.032,0.053,0.053,0.057,0.055,0.079,0.036,0.177,0.045,0.070,0.129,0.037,0.113,,0.053,0.097,0.117,0.159,0.104,0.080,0.070,0.065,0.092,0.039,0.064,0.046,0.079,0.049,0.042,0.077,0.041,0.057,0.040,0.064,0.075,0.119,0.082,0.070,0.048,
Ur,0.241,0.067,0.114,0.030,0.031,0.066,0.022,0.010,0.034,0.050,0.047,0.010,0.049,0.019,0.079,0.055,0.184,0.054,0.132,0.052,0.057,0.207,,0.067,0.048,0.151,0.116,0.049,0.103,0.071,0.091,0.148,0.010,0.040,0.037,0.085,0.056,0.059,0.084,0.038,-0.018,-0.014,0.139,0.132,0.178,-0.018,0.066,0.143,
Lr,0.086,-0.074,0.022,-0.073,-0.065,-0.018,-0.043,-0.068,-0.071,-0.011,-0.070,-0.077,-0.072,-0.091,-0.069,-0.044,-0.162,-0.044,-0.026,-0.197,-0.054,0.007,,-0.043,-0.116,-0.073,-0.149,-0.179,-0.051,-0.062,-0.031,-0.025,-0.085,-0.115,-0.079,-0.039,-0.050,-0.023,-0.052,-0.051,-0.114,-0.098,0.002,-0.013,-0.056,-0.161,-0.072,0.050,
Intercept,7.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"r, U and L values are adjusted by the correction factor.  Uncorrected values are shown as r uc, U uc, L uc.  Bootstrap mean, Ur, Lr are also adjusted by the correction factor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper (Ur error) and lower (Lr error) error bars bound the 95% confidence interval about r as determined by bootstrap resampling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper (U) and lower (L) confidence limits bound the 95% confidence interval about the null hypothesis of No spatial structure for the combined data set as determined by permutation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
